ip,app,device,os,channel,click_time,attributed_time,is_attributed
291268,19,88,24,213,2017-11-08 21:58:49,2017-11-08 21:59:41,1
55059,35,1,22,21,2017-11-07 02:29:05,2017-11-07 04:04:09,1
18551,35,1,13,21,2017-11-08 03:32:10,2017-11-08 14:41:01,1
43793,19,21,24,213,2017-11-07 13:43:03,2017-11-07 13:43:07,1
229801,19,0,38,213,2017-11-08 14:02:58,2017-11-08 14:03:55,1
73516,9,1,25,234,2017-11-09 13:16:43,2017-11-09 13:16:51,1
337652,19,97,24,213,2017-11-09 14:08:21,2017-11-09 14:09:05,1
334130,35,1,22,21,2017-11-08 23:57:35,2017-11-09 08:08:45,1
263203,19,0,0,213,2017-11-08 05:47:52,2017-11-08 05:58:18,1
151770,29,1,9,213,2017-11-07 13:17:07,2017-11-07 13:24:24,1
10770,29,1,13,343,2017-11-07 05:41:55,2017-11-07 09:47:03,1
81834,35,1,17,21,2017-11-08 05:40:10,2017-11-08 07:51:09,1
153484,35,1,13,274,2017-11-07 02:14:33,2017-11-07 02:36:27,1
260079,5,1,11,113,2017-11-08 08:32:21,2017-11-08 08:32:51,1
7699,19,0,21,213,2017-11-07 02:35:00,2017-11-07 02:46:31,1
93486,19,555,24,213,2017-11-07 22:10:55,2017-11-08 00:16:23,1
80341,19,263,21,213,2017-11-08 06:38:49,2017-11-08 07:09:34,1
185128,5,1,11,113,2017-11-07 15:04:15,2017-11-07 15:04:40,1
300497,19,18,0,213,2017-11-09 10:38:20,2017-11-09 10:39:18,1
202529,8,1,13,145,2017-11-09 10:01:45,2017-11-09 14:48:28,1
60949,29,1,10,333,2017-11-08 05:25:41,2017-11-08 05:30:36,1
26130,35,1,13,21,2017-11-07 01:00:36,2017-11-07 01:27:43,1
233278,11,1,34,330,2017-11-08 08:37:41,2017-11-08 08:40:08,1
150132,29,1,3,213,2017-11-07 14:42:10,2017-11-07 14:42:44,1
66316,19,0,21,213,2017-11-08 02:52:31,2017-11-08 02:54:27,1
267558,19,89,24,213,2017-11-08 09:44:19,2017-11-08 09:45:08,1
95089,18,1,18,107,2017-11-07 11:10:07,2017-11-07 14:18:29,1
125286,19,0,38,347,2017-11-09 04:04:54,2017-11-09 07:29:18,1
337687,79,1,13,213,2017-11-08 23:08:22,2017-11-08 23:09:40,1
63205,19,0,50,213,2017-11-09 04:34:40,2017-11-09 06:33:28,1
262555,19,0,21,213,2017-11-08 12:01:34,2017-11-08 12:02:24,1
273433,19,154,24,213,2017-11-08 03:41:11,2017-11-08 03:42:50,1
343012,10,1,43,113,2017-11-09 03:18:02,2017-11-09 03:18:39,1
12450,29,1,19,213,2017-11-07 08:50:01,2017-11-07 09:20:49,1
242508,19,0,24,213,2017-11-09 05:20:47,2017-11-09 05:21:59,1
274970,19,0,24,213,2017-11-08 06:37:17,2017-11-08 06:38:08,1
187843,5,1,43,113,2017-11-07 10:52:58,2017-11-07 10:53:35,1
296393,10,1,43,113,2017-11-09 12:30:16,2017-11-09 12:30:20,1
85299,35,1,19,21,2017-11-08 04:09:49,2017-11-08 04:53:06,1
164199,10,1,36,113,2017-11-07 13:36:01,2017-11-07 13:36:06,1
317677,72,1,13,101,2017-11-09 09:13:12,2017-11-09 11:31:37,1
238253,29,1,8,213,2017-11-08 06:14:58,2017-11-08 06:18:08,1
25114,19,0,38,347,2017-11-09 06:17:30,2017-11-09 06:21:00,1
25060,9,1,6,244,2017-11-09 11:55:58,2017-11-09 12:08:41,1
206769,19,0,24,213,2017-11-07 09:54:01,2017-11-07 09:55:27,1
245117,19,0,0,213,2017-11-08 06:24:17,2017-11-08 06:25:13,1
5178,20,1,18,259,2017-11-07 07:10:31,2017-11-07 07:55:19,1
204429,45,1,20,5,2017-11-07 08:43:45,2017-11-07 08:44:04,1
144298,3,1,13,173,2017-11-07 08:25:42,2017-11-07 10:41:12,1
168800,35,1,19,21,2017-11-07 00:26:03,2017-11-07 04:36:13,1
136338,19,0,29,213,2017-11-09 07:43:46,2017-11-09 09:52:38,1
184311,19,0,24,213,2017-11-07 07:38:39,2017-11-07 07:39:21,1
267610,19,40,24,213,2017-11-08 06:40:02,2017-11-08 06:40:57,1
234603,29,1,13,213,2017-11-08 13:15:49,2017-11-08 13:24:07,1
293964,72,1,25,101,2017-11-09 12:58:08,2017-11-09 13:05:49,1
171351,19,95,21,213,2017-11-08 04:30:29,2017-11-08 04:31:44,1
226366,29,1,12,213,2017-11-08 02:53:36,2017-11-08 02:54:31,1
83015,18,1,22,107,2017-11-08 04:39:56,2017-11-08 06:17:43,1
75281,19,0,29,213,2017-11-07 03:22:48,2017-11-07 03:50:52,1
254627,9,1,19,466,2017-11-08 07:26:12,2017-11-08 13:43:51,1
9442,9,1,22,215,2017-11-09 08:57:33,2017-11-09 10:39:05,1
227778,5,1,32,113,2017-11-08 14:30:40,2017-11-08 14:31:13,1
62109,35,1,13,21,2017-11-09 02:31:54,2017-11-09 04:25:11,1
35533,55,1,19,453,2017-11-08 03:34:43,2017-11-08 13:10:29,1
306324,19,0,21,347,2017-11-08 18:38:05,2017-11-08 22:08:32,1
6553,35,1,19,274,2017-11-08 07:55:40,2017-11-08 08:07:16,1
344168,45,1,17,5,2017-11-09 06:04:00,2017-11-09 06:04:14,1
332581,19,54,0,333,2017-11-09 02:09:55,2017-11-09 02:10:38,1
5348,84,0,29,101,2017-11-07 13:22:25,2017-11-07 14:11:41,1
5314,19,33,29,213,2017-11-07 06:12:11,2017-11-07 06:12:46,1
120629,19,497,0,213,2017-11-07 09:38:56,2017-11-07 11:27:04,1
137624,115,1,8,203,2017-11-07 02:53:08,2017-11-07 02:56:05,1
19265,35,1,13,21,2017-11-08 04:07:58,2017-11-08 05:01:31,1
49585,9,1,13,466,2017-11-08 12:29:43,2017-11-08 12:31:14,1
87020,29,1,18,343,2017-11-07 09:44:20,2017-11-07 15:52:04,1
183072,18,1,19,121,2017-11-07 05:09:07,2017-11-07 05:27:43,1
198893,10,1,37,113,2017-11-07 04:05:00,2017-11-07 04:05:34,1
17059,35,1,19,21,2017-11-09 00:17:13,2017-11-09 00:17:43,1
176479,66,1,15,101,2017-11-06 21:56:01,2017-11-06 21:57:24,1
284235,19,0,0,282,2017-11-07 22:02:34,2017-11-07 22:03:37,1
251444,5,1,61,113,2017-11-08 07:39:30,2017-11-08 07:39:54,1
114509,35,1,19,274,2017-11-08 12:04:54,2017-11-08 12:44:00,1
165351,19,0,24,213,2017-11-07 10:44:11,2017-11-07 10:55:47,1
45522,3,1,13,409,2017-11-09 08:01:10,2017-11-09 08:15:16,1
240638,19,0,0,213,2017-11-08 14:26:19,2017-11-08 14:28:01,1
238136,5,1,30,113,2017-11-08 05:33:36,2017-11-08 05:34:09,1
163661,145,405,21,320,2017-11-07 14:50:20,2017-11-07 14:52:48,1
347258,19,36,0,213,2017-11-08 16:30:43,2017-11-08 16:31:55,1
289187,19,0,21,213,2017-11-09 12:49:58,2017-11-09 12:50:51,1
288089,223,3875,29,268,2017-11-09 06:19:06,2017-11-09 06:36:03,1
353971,12,1,6,328,2017-11-08 16:41:44,2017-11-08 16:42:29,1
307786,45,1,66,419,2017-11-08 18:59:36,2017-11-08 18:59:48,1
289105,35,1,22,274,2017-11-09 09:30:09,2017-11-09 13:37:11,1
137454,29,1,13,213,2017-11-07 02:48:06,2017-11-07 02:48:51,1
79389,19,0,50,213,2017-11-07 05:45:22,2017-11-07 11:25:30,1
131675,35,1,19,21,2017-11-07 03:21:58,2017-11-07 06:34:55,1
62874,19,0,24,213,2017-11-07 07:02:37,2017-11-07 13:26:24,1
241474,45,1,32,465,2017-11-08 05:20:37,2017-11-08 05:20:46,1
118367,29,1,3,343,2017-11-07 03:16:42,2017-11-07 11:56:16,1
313103,19,401,38,213,2017-11-08 23:31:20,2017-11-08 23:35:33,1
217957,1,1,19,213,2017-11-08 15:28:26,2017-11-08 15:31:50,1
232692,19,0,29,347,2017-11-08 13:19:46,2017-11-08 14:32:51,1
92274,78,0,67,224,2017-11-07 09:52:56,2017-11-07 12:53:57,1
285486,19,0,0,213,2017-11-08 14:34:28,2017-11-08 14:35:31,1
84388,35,1,18,274,2017-11-07 02:54:55,2017-11-07 03:04:24,1
230340,19,6,29,213,2017-11-08 04:33:37,2017-11-08 04:34:17,1
108927,19,0,50,213,2017-11-09 08:28:55,2017-11-09 09:02:26,1
28283,35,1,14,21,2017-11-08 03:33:17,2017-11-08 04:27:00,1
281425,10,1,36,113,2017-11-08 02:02:28,2017-11-08 02:02:30,1
316347,45,1,36,419,2017-11-09 14:52:13,2017-11-09 14:52:26,1
166557,35,1,19,274,2017-11-06 22:51:30,2017-11-06 22:53:01,1
271308,29,1,13,213,2017-11-08 07:27:02,2017-11-08 07:27:28,1
99024,29,1,14,213,2017-11-08 15:55:35,2017-11-08 15:57:01,1
86865,35,1,8,21,2017-11-09 04:52:11,2017-11-09 08:53:32,1
80248,35,1,15,21,2017-11-09 11:53:18,2017-11-09 12:29:23,1
151523,84,0,38,101,2017-11-07 12:13:53,2017-11-07 12:14:18,1
326796,19,0,29,213,2017-11-09 10:45:58,2017-11-09 10:46:45,1
30483,9,1,22,107,2017-11-09 09:31:22,2017-11-09 09:53:40,1
75754,19,96,50,213,2017-11-06 16:47:21,2017-11-06 16:48:59,1
61635,20,1,22,478,2017-11-07 13:20:16,2017-11-07 13:28:31,1
52225,35,1,19,21,2017-11-08 14:39:29,2017-11-08 14:50:19,1
177441,29,1,19,213,2017-11-07 10:20:46,2017-11-07 10:21:37,1
14759,190,1,19,101,2017-11-08 05:47:04,2017-11-08 05:50:50,1
81372,19,0,38,213,2017-11-07 12:56:41,2017-11-07 13:32:05,1
188346,1,1,22,115,2017-11-08 03:43:26,2017-11-08 08:52:52,1
55426,43,1,19,330,2017-11-07 10:38:57,2017-11-07 11:33:52,1
253438,83,0,38,171,2017-11-08 11:10:35,2017-11-08 11:43:13,1
215647,29,1,19,213,2017-11-08 14:00:23,2017-11-08 14:03:46,1
28011,9,1,8,215,2017-11-07 03:00:46,2017-11-07 04:17:55,1
300301,35,1,13,21,2017-11-08 21:53:08,2017-11-09 13:56:50,1
187242,9,1,13,442,2017-11-09 08:44:30,2017-11-09 10:40:09,1
193370,19,0,0,347,2017-11-06 21:44:26,2017-11-07 12:59:32,1
207664,10,1,41,203,2017-11-07 13:44:11,2017-11-07 14:01:34,1
77416,1,1,16,125,2017-11-07 16:39:55,2017-11-07 17:01:52,1
154774,35,1,19,21,2017-11-08 07:27:21,2017-11-08 09:47:31,1
40245,35,1,8,21,2017-11-08 06:36:13,2017-11-08 07:21:20,1
241982,19,0,24,213,2017-11-08 05:21:16,2017-11-08 05:22:53,1
199016,19,76,21,282,2017-11-07 07:06:33,2017-11-07 07:07:04,1
128922,19,21,24,213,2017-11-07 14:59:37,2017-11-07 15:00:42,1
159654,19,0,29,213,2017-11-07 04:14:35,2017-11-07 04:15:11,1
230027,72,1,13,101,2017-11-08 11:41:56,2017-11-08 11:46:13,1
245399,5,1,43,113,2017-11-08 08:23:23,2017-11-08 08:23:55,1
164993,14,1,22,483,2017-11-09 06:05:04,2017-11-09 06:24:06,1
190324,9,1,19,244,2017-11-06 16:24:00,2017-11-07 01:54:39,1
267072,19,708,0,213,2017-11-08 13:14:12,2017-11-08 13:16:38,1
29993,20,1,13,478,2017-11-07 07:03:10,2017-11-07 07:30:46,1
120818,19,0,29,213,2017-11-07 12:43:41,2017-11-07 12:45:35,1
23878,50,2300,84,213,2017-11-06 23:24:35,2017-11-07 09:48:42,1
252574,19,25,24,213,2017-11-08 05:31:28,2017-11-08 08:06:20,1
127680,72,1,9,101,2017-11-07 11:39:35,2017-11-07 11:41:53,1
363558,145,0,866,320,2017-11-09 10:20:47,2017-11-09 10:21:26,1
106429,35,1,13,274,2017-11-07 16:12:58,2017-11-07 16:40:42,1
177099,121,1,14,203,2017-11-06 23:54:49,2017-11-06 23:58:22,1
176621,5,1,36,113,2017-11-07 14:23:20,2017-11-07 14:23:51,1
114889,2,1,19,435,2017-11-08 01:24:37,2017-11-08 03:22:41,1
211039,29,1,14,213,2017-11-07 06:06:03,2017-11-07 06:06:48,1
75325,9,1,25,445,2017-11-08 08:24:44,2017-11-08 10:43:34,1
30587,29,1,22,213,2017-11-09 13:07:39,2017-11-09 14:38:55,1
76973,35,1,13,21,2017-11-07 02:46:33,2017-11-07 03:09:24,1
108913,8,1,13,145,2017-11-08 06:26:39,2017-11-08 06:40:24,1
313392,10,1,8,317,2017-11-09 06:40:36,2017-11-09 08:45:21,1
71761,35,1,13,21,2017-11-09 02:16:35,2017-11-09 06:07:01,1
80275,8,1,19,145,2017-11-09 06:12:12,2017-11-09 06:49:00,1
24905,29,1,13,343,2017-11-07 13:20:29,2017-11-07 15:39:37,1
132992,35,1,16,274,2017-11-08 04:22:26,2017-11-08 10:37:15,1
191454,5,1,4,113,2017-11-07 05:57:04,2017-11-07 05:57:39,1
87577,19,0,0,213,2017-11-09 06:00:33,2017-11-09 06:24:48,1
178159,190,1,31,101,2017-11-07 08:33:01,2017-11-07 08:36:26,1
55075,19,0,24,213,2017-11-06 23:49:14,2017-11-06 23:52:17,1
297425,19,211,29,213,2017-11-09 14:48:08,2017-11-09 14:49:10,1
132822,9,1,17,334,2017-11-07 08:31:00,2017-11-07 14:02:42,1
318791,72,1,1,101,2017-11-08 23:09:34,2017-11-08 23:10:23,1
162014,23,1,13,153,2017-11-06 23:06:44,2017-11-07 14:01:00,1
86947,29,1,6,343,2017-11-08 09:37:13,2017-11-08 12:58:20,1
294196,19,16,0,213,2017-11-09 10:25:10,2017-11-09 10:25:56,1
359657,19,33,29,213,2017-11-09 09:21:56,2017-11-09 09:24:59,1
70255,35,1,19,21,2017-11-07 00:26:20,2017-11-07 05:41:18,1
98457,11,1,19,219,2017-11-07 04:23:23,2017-11-07 05:23:50,1
98324,19,101,29,213,2017-11-09 05:52:30,2017-11-09 05:55:14,1
310058,5,1,23,113,2017-11-09 04:31:22,2017-11-09 04:31:58,1
211616,19,0,50,213,2017-11-07 09:13:16,2017-11-07 09:15:10,1
44725,8,1,14,145,2017-11-06 18:27:29,2017-11-07 09:03:06,1
88833,32,1,22,376,2017-11-09 06:49:44,2017-11-09 11:05:33,1
117867,20,1,17,259,2017-11-07 22:26:15,2017-11-08 00:28:33,1
108624,19,0,0,213,2017-11-08 14:51:27,2017-11-08 15:21:17,1
237745,19,0,21,213,2017-11-08 07:25:40,2017-11-08 07:30:25,1
148503,19,0,21,347,2017-11-07 12:22:33,2017-11-07 13:49:54,1
208544,29,1,13,213,2017-11-07 02:13:40,2017-11-07 02:14:08,1
86521,15,1,19,245,2017-11-08 16:30:31,2017-11-08 17:12:06,1
29436,72,1,19,101,2017-11-08 18:16:50,2017-11-08 18:18:33,1
73814,10,1,19,317,2017-11-08 23:29:55,2017-11-09 01:39:23,1
185763,19,137,24,213,2017-11-08 14:24:02,2017-11-08 14:30:49,1
5314,19,0,24,347,2017-11-09 13:23:42,2017-11-09 13:23:43,1
229242,19,208,0,213,2017-11-08 12:18:35,2017-11-08 12:22:09,1
200118,72,1,13,101,2017-11-07 12:13:54,2017-11-07 12:21:28,1
140436,19,0,24,213,2017-11-06 16:44:20,2017-11-06 16:45:10,1
192282,19,0,0,213,2017-11-07 05:20:46,2017-11-07 05:21:57,1
191517,72,1,18,101,2017-11-08 16:09:23,2017-11-08 16:12:10,1
228819,45,1,7,465,2017-11-08 06:37:06,2017-11-08 06:37:15,1
8482,19,0,24,213,2017-11-07 02:13:24,2017-11-07 02:14:47,1
31498,78,0,67,224,2017-11-08 08:50:12,2017-11-08 08:56:15,1
135511,5,1,11,113,2017-11-07 04:13:37,2017-11-07 04:14:10,1
59281,35,1,13,274,2017-11-07 00:53:48,2017-11-07 03:00:12,1
241826,10,1,61,113,2017-11-08 05:06:23,2017-11-08 05:06:51,1
1693,29,1,19,213,2017-11-07 06:33:31,2017-11-07 06:34:32,1
242328,15,1,19,130,2017-11-08 01:21:34,2017-11-08 04:14:19,1
49747,3,1,13,280,2017-11-07 05:16:19,2017-11-07 06:34:55,1
46391,45,1,4,419,2017-11-08 12:23:44,2017-11-08 12:23:56,1
3210,19,6,29,213,2017-11-08 11:43:46,2017-11-08 12:55:49,1
11309,29,1,41,213,2017-11-07 13:51:50,2017-11-07 13:55:39,1
19719,35,1,19,274,2017-11-08 00:39:52,2017-11-08 03:14:54,1
154555,35,1,13,21,2017-11-09 00:39:38,2017-11-09 00:39:49,1
69020,8,1,19,145,2017-11-09 08:16:20,2017-11-09 08:18:27,1
297348,83,0,50,171,2017-11-09 10:53:32,2017-11-09 11:01:29,1
152644,48,1,13,213,2017-11-07 14:18:07,2017-11-07 14:18:32,1
362541,19,0,24,213,2017-11-09 01:39:11,2017-11-09 01:40:06,1
357933,79,1,13,213,2017-11-09 07:08:50,2017-11-09 07:27:29,1
316281,14,1,13,349,2017-11-09 03:43:19,2017-11-09 04:18:20,1
238735,15,1,27,460,2017-11-08 08:06:20,2017-11-08 08:06:23,1
238907,10,1,36,113,2017-11-08 08:32:54,2017-11-08 08:33:26,1
80428,72,1,19,101,2017-11-07 21:50:21,2017-11-08 12:25:17,1
130606,150,1,19,110,2017-11-07 04:27:02,2017-11-07 08:35:32,1
166204,27,1,37,332,2017-11-07 13:44:52,2017-11-07 13:45:08,1
231164,139,2,19,101,2017-11-08 14:24:12,2017-11-08 14:50:47,1
336927,29,1,15,101,2017-11-09 04:00:47,2017-11-09 04:25:55,1
72849,19,0,24,213,2017-11-07 07:27:18,2017-11-07 15:28:12,1
97684,43,1,13,330,2017-11-08 09:52:17,2017-11-08 14:29:40,1
115320,19,0,38,347,2017-11-08 05:43:21,2017-11-08 07:40:07,1
283467,35,1,41,274,2017-11-08 04:54:51,2017-11-08 05:20:58,1
343629,19,231,24,213,2017-11-09 15:12:37,2017-11-09 15:14:11,1
98435,26,1,10,266,2017-11-07 00:54:15,2017-11-07 04:13:59,1
4444,35,1,16,274,2017-11-07 23:52:37,2017-11-07 23:53:08,1
103021,190,1,13,101,2017-11-07 07:26:37,2017-11-07 07:28:14,1
340577,72,1,13,101,2017-11-09 14:40:01,2017-11-09 14:41:17,1
50197,8,1,19,140,2017-11-07 17:29:27,2017-11-07 17:45:45,1
296935,10,1,30,113,2017-11-09 08:08:52,2017-11-09 08:09:12,1
203506,19,737,29,213,2017-11-08 08:17:19,2017-11-08 09:24:24,1
32087,19,495,0,213,2017-11-08 06:25:09,2017-11-08 07:06:59,1
287581,66,1,19,101,2017-11-09 10:16:04,2017-11-09 10:18:44,1
5348,19,0,0,213,2017-11-07 14:37:44,2017-11-07 14:38:03,1
183003,5,1,36,113,2017-11-07 03:37:29,2017-11-07 03:38:01,1
26682,8,1,19,145,2017-11-09 10:06:03,2017-11-09 13:09:53,1
157354,48,1,20,213,2017-11-06 22:09:02,2017-11-06 22:13:41,1
141491,19,189,29,213,2017-11-07 13:18:48,2017-11-07 13:19:55,1
252279,19,0,38,213,2017-11-07 21:17:16,2017-11-07 21:18:01,1
229517,19,0,0,213,2017-11-08 12:02:11,2017-11-08 12:03:09,1
235569,39,1,13,101,2017-11-08 04:38:14,2017-11-08 04:39:09,1
321488,19,0,21,213,2017-11-09 07:45:18,2017-11-09 07:45:57,1
281316,3,1,27,408,2017-11-09 03:04:32,2017-11-09 03:04:47,1
256822,19,44,0,213,2017-11-08 06:46:01,2017-11-08 06:47:00,1
60953,35,1,25,274,2017-11-08 01:17:29,2017-11-08 02:36:40,1
46625,35,1,19,21,2017-11-07 03:12:22,2017-11-07 03:20:20,1
251947,10,1,43,113,2017-11-08 14:51:41,2017-11-08 14:52:14,1
215451,3,1,13,280,2017-11-08 03:32:33,2017-11-08 08:51:36,1
254347,120,0,21,101,2017-11-07 19:11:06,2017-11-07 19:14:59,1
305929,19,32,24,213,2017-11-09 04:51:26,2017-11-09 04:55:08,1
228775,108,1,13,243,2017-11-08 07:24:24,2017-11-08 08:09:05,1
25057,15,1,22,245,2017-11-07 17:48:37,2017-11-07 18:57:45,1
70864,35,1,19,274,2017-11-08 11:32:38,2017-11-08 14:06:22,1
343453,66,1,19,101,2017-11-09 09:26:47,2017-11-09 09:31:15,1
243785,5,1,11,113,2017-11-08 10:53:19,2017-11-08 10:53:54,1
238240,19,0,0,213,2017-11-08 09:26:56,2017-11-08 09:27:38,1
327083,29,1,19,213,2017-11-09 15:04:18,2017-11-09 15:05:43,1
282740,174,0,29,101,2017-11-08 09:10:37,2017-11-08 09:11:16,1
959,19,0,24,347,2017-11-08 14:01:37,2017-11-08 14:05:03,1
306130,5,1,36,113,2017-11-09 04:55:02,2017-11-09 04:55:27,1
65157,35,1,13,21,2017-11-08 00:21:57,2017-11-08 10:30:28,1
327385,45,1,36,419,2017-11-08 18:08:59,2017-11-08 18:09:12,1
119274,20,1,19,478,2017-11-07 17:14:59,2017-11-08 09:21:22,1
51173,19,0,0,213,2017-11-06 21:02:54,2017-11-07 08:55:14,1
221001,3,1,11,408,2017-11-08 01:47:38,2017-11-08 01:47:53,1
103815,35,1,19,274,2017-11-07 17:00:02,2017-11-08 02:56:13,1
31379,9,1,19,232,2017-11-07 09:27:46,2017-11-07 10:55:40,1
52987,19,0,29,213,2017-11-07 01:52:08,2017-11-07 01:54:01,1
26050,35,1,19,21,2017-11-07 02:21:46,2017-11-07 02:43:33,1
7663,35,1,25,274,2017-11-07 12:19:06,2017-11-07 13:06:00,1
110300,45,1,55,419,2017-11-07 11:41:38,2017-11-07 11:43:44,1
38900,19,0,0,268,2017-11-09 04:33:38,2017-11-09 04:36:48,1
51901,10,1,19,377,2017-11-07 02:56:37,2017-11-07 05:02:35,1
260330,148,1,13,213,2017-11-08 09:32:19,2017-11-08 09:34:59,1
115806,11,1,22,469,2017-11-09 05:39:00,2017-11-09 13:24:03,1
9880,35,1,15,274,2017-11-07 09:15:18,2017-11-07 09:16:41,1
111025,19,0,38,347,2017-11-09 06:03:12,2017-11-09 06:03:17,1
331166,145,102,24,320,2017-11-08 23:59:05,2017-11-09 00:32:37,1
143593,35,1,53,274,2017-11-08 10:33:23,2017-11-08 11:18:54,1
116386,19,0,50,213,2017-11-09 07:53:16,2017-11-09 08:27:41,1
74306,35,1,20,21,2017-11-08 01:27:36,2017-11-08 02:27:59,1
146345,19,0,24,213,2017-11-07 00:45:57,2017-11-07 00:47:38,1
133252,9,1,19,215,2017-11-06 22:57:23,2017-11-07 01:30:29,1
283266,108,1,17,243,2017-11-08 06:22:04,2017-11-08 06:58:39,1
37892,19,447,59,347,2017-11-09 08:43:24,2017-11-09 08:43:48,1
117670,35,1,18,21,2017-11-08 03:58:07,2017-11-08 04:45:04,1
361162,29,1,41,213,2017-11-09 00:23:45,2017-11-09 00:27:13,1
179608,19,7,21,282,2017-11-07 12:22:50,2017-11-07 12:23:24,1
168920,5,1,36,113,2017-11-07 13:43:32,2017-11-07 13:44:09,1
290389,19,0,24,213,2017-11-09 09:25:27,2017-11-09 09:26:06,1
286436,96,0,24,213,2017-11-08 08:40:07,2017-11-08 08:41:17,1
321496,18,1,47,376,2017-11-09 05:39:45,2017-11-09 05:41:08,1
327748,9,1,10,234,2017-11-09 13:57:30,2017-11-09 15:13:56,1
168843,29,1,48,101,2017-11-07 04:52:04,2017-11-07 04:52:50,1
308665,19,0,38,347,2017-11-08 17:19:06,2017-11-08 17:19:53,1
236784,10,1,47,113,2017-11-08 11:37:54,2017-11-08 11:38:29,1
168390,35,1,13,274,2017-11-07 05:31:33,2017-11-07 06:48:09,1
60972,19,50,0,213,2017-11-07 07:29:19,2017-11-07 10:29:28,1
172114,10,1,47,113,2017-11-07 11:20:00,2017-11-07 11:20:31,1
358220,19,88,24,213,2017-11-09 09:16:36,2017-11-09 09:28:57,1
153892,19,3033,21,213,2017-11-07 00:56:18,2017-11-07 00:56:51,1
64253,19,0,0,213,2017-11-08 13:02:02,2017-11-08 13:10:09,1
5348,20,1,23,259,2017-11-07 13:10:49,2017-11-07 13:16:49,1
44536,19,11,24,282,2017-11-08 13:15:18,2017-11-08 13:39:03,1
5314,72,1,8,101,2017-11-09 12:51:17,2017-11-09 14:06:21,1
191569,19,0,0,213,2017-11-07 13:14:22,2017-11-07 13:15:48,1
323845,19,0,50,213,2017-11-09 11:10:34,2017-11-09 11:11:54,1
290900,10,1,32,113,2017-11-09 01:00:44,2017-11-09 01:01:00,1
40796,35,1,13,21,2017-11-07 02:40:50,2017-11-07 02:43:56,1
282888,10,1,27,113,2017-11-08 10:47:51,2017-11-08 10:48:26,1
75830,3,1,17,211,2017-11-09 13:05:42,2017-11-09 13:07:12,1
10711,9,1,19,466,2017-11-07 12:21:51,2017-11-07 12:51:01,1
245124,45,1,43,419,2017-11-08 12:31:27,2017-11-08 12:31:35,1
49602,20,1,19,478,2017-11-09 11:58:11,2017-11-09 12:04:29,1
132650,5,1,43,113,2017-11-07 11:21:19,2017-11-07 11:21:19,1
234152,29,1,13,213,2017-11-08 13:10:49,2017-11-08 13:11:43,1
233138,5,1,36,113,2017-11-08 03:39:59,2017-11-08 03:40:34,1
309945,11,1,13,173,2017-11-09 01:50:50,2017-11-09 03:22:38,1
287588,19,0,38,213,2017-11-09 12:45:42,2017-11-09 12:47:32,1
147892,43,1,19,330,2017-11-08 04:15:29,2017-11-08 15:13:28,1
350843,19,0,29,213,2017-11-09 05:15:57,2017-11-09 05:16:34,1
53617,29,1,19,210,2017-11-09 04:41:12,2017-11-09 06:42:32,1
86812,39,1,19,101,2017-11-08 06:01:50,2017-11-08 06:03:30,1
245956,45,1,15,5,2017-11-08 05:25:09,2017-11-08 05:25:20,1
171481,19,0,29,213,2017-11-07 03:50:01,2017-11-07 03:51:14,1
95087,19,0,21,213,2017-11-07 04:00:44,2017-11-07 07:22:04,1
7210,14,1,13,489,2017-11-07 05:30:35,2017-11-07 05:38:11,1
106598,29,1,19,343,2017-11-07 14:15:58,2017-11-07 15:12:25,1
364683,16,1,13,243,2017-11-09 01:36:27,2017-11-09 02:05:18,1
85466,51,0,21,203,2017-11-09 03:55:35,2017-11-09 03:56:54,1
349312,35,1,13,274,2017-11-09 00:36:19,2017-11-09 04:21:53,1
102644,12,1,18,265,2017-11-07 17:08:36,2017-11-08 00:26:30,1
48730,35,1,13,21,2017-11-08 01:53:15,2017-11-08 05:57:01,1
29865,35,1,13,21,2017-11-07 02:25:57,2017-11-07 02:58:10,1
108599,10,1,13,317,2017-11-08 01:15:21,2017-11-08 04:15:08,1
50169,24,1,25,178,2017-11-08 21:08:59,2017-11-09 01:07:53,1
5348,0,160,0,101,2017-11-09 11:53:06,2017-11-09 12:13:08,1
106507,10,1,13,377,2017-11-09 09:11:36,2017-11-09 09:21:00,1
48766,29,1,18,213,2017-11-08 11:27:45,2017-11-08 11:31:13,1
347636,29,1,22,213,2017-11-09 02:18:56,2017-11-09 02:21:10,1
332607,10,1,61,113,2017-11-09 03:25:54,2017-11-09 03:25:55,1
349376,45,1,11,419,2017-11-08 16:28:24,2017-11-08 16:28:35,1
150162,5,1,36,113,2017-11-07 03:17:38,2017-11-07 03:18:00,1
89056,35,1,19,21,2017-11-09 01:54:39,2017-11-09 04:15:42,1
81937,35,1,18,21,2017-11-09 03:20:40,2017-11-09 03:35:55,1
305007,37,1,10,213,2017-11-09 04:42:17,2017-11-09 04:44:51,1
332335,5,1,27,113,2017-11-09 01:47:26,2017-11-09 01:47:57,1
313204,5,1,47,113,2017-11-09 13:22:31,2017-11-09 13:22:37,1
156070,45,1,61,419,2017-11-07 02:28:13,2017-11-07 02:28:26,1
60677,3,1,13,211,2017-11-09 14:58:03,2017-11-09 15:33:29,1
146827,5,1,36,113,2017-11-07 12:42:28,2017-11-07 12:42:49,1
83429,19,0,24,213,2017-11-07 22:48:05,2017-11-08 04:34:23,1
